id,title,tags,difficulty
4197,Number Busters,"['binary+search', 'math']",2000
4198,Build String,"['flows', 'graphs']",2000
4199,Minimal Diameter Forest,"['constructive+algorithms', 'dfs+and+similar', 'greedy', 'trees']",2000
4200,Yaroslav and Two Strings,"['combinatorics', 'dp']",2000
4201,Interesting Game,"['dp', 'games', 'math']",2000
4202,Olympiad in Programming and Sports,"['dp', 'flows', 'graphs', 'greedy']",2000
4203,Tree-String Problem,"['*special', 'dfs+and+similar', 'hashing', 'strings']",2000
4204,Fragile Bridges,['dp'],2000
4205,Something with XOR Queries,"['brute+force', 'interactive', 'probabilities']",2000
4206,Dynamic Problem Scoring,"['brute+force', 'greedy']",2000
4207,Digital Root,['number+theory'],2000
4208,Weak Memory,"['dfs+and+similar', 'dsu']",2000
4209,Dima and Trap Graph,"['binary+search', 'data+structures', 'dfs+and+similar', 'dsu', 'shortest+paths', 'two+pointers']",2000
4210,Hydra,"['graphs', 'sortings']",2000
4211,Idempotent functions,"['constructive+algorithms', 'graphs', 'math']",2000
4212,Last Chance,"['data+structures', 'implementation', 'strings']",2000
4213,Intersection,"['implementation', 'math']",2000
4214,Sofa Thief,"['brute+force', 'implementation']",2000
4215,Circle of Numbers,"['brute+force', 'dfs+and+similar', 'implementation']",2000
4216,Nanami's Digital Board,"['dsu', 'implementation']",2000
4217,Subway Innovation,"['greedy', 'math', 'two+pointers']",2000
4218,MYSTERIOUS LANGUAGE,['*special'],2000
4219,Numbers,"['constructive+algorithms', 'implementation']",2000
4220,Number Transformation,"['dp', 'greedy', 'number+theory']",2000
4221,Little Elephant and Furik and Rubik,"['math', 'probabilities']",2000
4222,Neural Network country,"['dp', 'matrices']",2000
4223,Lemmings,['binary+search'],2000
4224,Journey,"['brute+force', 'constructive+algorithms', 'implementation']",2000
4225,First Digit Law,"['dp', 'math', 'probabilities']",2000
4226,Knights,"['geometry', 'graphs', 'shortest+paths', 'sortings']",2000
4227,Beautiful IP Addresses,['brute+force'],2000
4228,Encryption (medium),['dp'],2000
4229,Seller Bob,"['brute+force', 'dp', 'greedy']",2000
4230,Xor,['brute+force'],2000
4231,Berland University,"['greedy', 'math']",2000
4232,Bubble Strike,"['combinatorics', 'math', 'probabilities', 'ternary+search']",2000
4233,Flag 2,['dp'],2000
4234,General Mobilization,"['data+structures', 'dfs+and+similar', 'sortings']",2000
4235,A Piece of Cake,"['*special', 'implementation']",2000
4236,Inna and Sequence,"['binary+search', 'data+structures', 'dp', 'trees']",2000
4237,Log Stream Analysis,"['binary+search', 'brute+force', 'implementation', 'strings']",2000
4238,Death Stars (medium),"['hashing', 'strings']",2000
4239,Chocolate,"['dfs+and+similar', 'implementation']",2000
4240,What Has Dirichlet Got to Do with That?,"['dp', 'games']",2000
4241,Education Reform,['dp'],2000
4242,Robo-Footballer,"['binary+search', 'geometry']",2000
4243,Special Grid,"['brute+force', 'dp', 'greedy']",2000
4244,Maxim and Matrix,"['constructive+algorithms', 'dp', 'math']",2000
4245,BF Calculator,['*special'],2000
4246,Table with Letters - 2,"['brute+force', 'two+pointers']",2000
4247,Kids' Riddle,['*special'],2000
4248,Letter A,"['geometry', 'implementation']",2000
4249,Out of Controls,['*special'],2000
4250,Right Expansion Of The Mind,['math'],2000
4251,Closing ceremony,['greedy'],2000
4252,Parquet,"['combinatorics', 'constructive+algorithms', 'greedy', 'implementation']",2000
4253,Building Forest,"['data+structures', 'dsu', 'graphs']",2000
4254,Minimal Product,[],2000
4255,Optimal Sum,"['data+structures', 'greedy']",2000
4256,Happy Farm 5,['geometry'],2000
4257,Capture Valerian,['math'],2000
4258,E-reader Display,"['constructive+algorithms', 'greedy']",2000
4259,Vectors,"['implementation', 'math']",2000
4260,Arrow,['geometry'],2000
4261,Tanya and Colored Candies,"['*special', 'dp']",2000
4262,2048,"['bitmasks', 'dp']",2000
4263,C*++ Calculations,"['expression+parsing', 'greedy']",2000
4264,Calendar,"['greedy', 'strings']",2000
4265,Lucky Sorting,"['constructive+algorithms', 'sortings']",2000
4266,Petya and Post,"['data+structures', 'dp']",2000
4267,Sweets Game,"['bitmasks', 'dfs+and+similar', 'dp', 'games', 'implementation']",2000
4268,Without Text,['*special'],2000
4269,Merging Two Decks,"['constructive+algorithms', 'greedy']",2000
4270,Present to Mom,"['binary+search', 'two+pointers']",2000
4271,Crossword,['implementation'],2000
4272,Diverse Substrings,"['dp', 'strings', 'two+pointers']",2000
4273,Game,['implementation'],2000
4274,Cheese Board,[],2000
4275,Collisions,"['brute+force', 'implementation', 'math']",2000
4276,Team Arrangement,"['constructive+algorithms', 'greedy', 'implementation']",2000
4277,Martian Luck,"['math', 'number+theory']",2000
4278,T-decomposition,"['dfs+and+similar', 'graphs', 'greedy', 'trees']",2000
4279,Dominoes,"['dfs+and+similar', 'graphs']",2000
4280,Mirror Box,"['geometry', 'implementation']",2000
4281,Harvester,['implementation'],2000
4282,Triminoes,"['constructive+algorithms', 'greedy']",2000
4283,Director,"['constructive+algorithms', 'greedy']",2000
4284,Need For Brake,"['binary+search', 'greedy', 'sortings']",2000
4285,Morning run,"['binary+search', 'math', 'two+pointers']",2000
4286,Fractal Detector,"['dp', 'hashing']",2000
4287,Playing with Superglue,"['combinatorics', 'constructive+algorithms']",2000
4288,Ancient Berland Hieroglyphs,['two+pointers'],2000
4289,Mad Joe,['brute+force'],2000
4290,Stepan's Series,"['*special', 'dp']",2000
4291,Smart Beaver and Resolving Collisions,[],2000
4292,Bars,"['*special', 'binary+search']",2000
4293,The Beaver's Problem - 2,[],2000
4294,Dune II: Battle For Arrakis,"['*special', 'data+structures', 'greedy', 'math']",2000
4295,Chess Match,['*special'],2000
4296,Beaver's Calculator 1.0,['greedy'],2000
4297,Teams,"['*special', 'binary+search', 'greedy', 'math']",2000
4298,Double Permutation Inc.,"['*special', 'binary+search', 'greedy']",2000
4299,Domain,"['*special', 'expression+parsing']",2000
4300,Mobile Communications,[],2000
4301,Array Sum,['*special'],2000
4302,Counting Fridays,['*special'],2000
4303,The Beaver's Problem - 3,[],2000
4304,Divisibility Check,['*special'],2000
4305,Date Change,['*special'],2000
4306,The Beaver's Problem - 3,[],2000
4307,Truncatable primes,['*special'],2000
4308,Non-decimal sum,['*special'],2000
4309,Maximum Value,"['binary+search', 'math', 'sortings', 'two+pointers']",2100
4310,Ant colony,"['data+structures', 'math', 'number+theory']",2100
4311,Omkar and Circle,"['brute+force', 'dp', 'games', 'greedy']",2100
4312,Errich-Tac-Toe (Easy Version),"['constructive+algorithms', 'math']",2100
4313,Zero Remainder Sum,['dp'],2100
4314,Ciel the Commander,"['constructive+algorithms', 'dfs+and+similar', 'divide+and+conquer', 'greedy', 'trees']",2100
4315,Tree Painting,"['dfs+and+similar', 'dp', 'trees']",2100
4316,Max Median,"['binary+search', 'data+structures', 'dp']",2100
4317,Ancient Berland Circus,"['geometry', 'math']",2100
4318,Civilization,"['dfs+and+similar', 'dp', 'dsu', 'ternary+search', 'trees']",2100
4319,A and B and Lecture Rooms,"['binary+search', 'data+structures', 'dfs+and+similar', 'dp', 'trees']",2100
4320,Minimum spanning tree for each edge,"['data+structures', 'dfs+and+similar', 'dsu', 'graphs', 'trees']",2100
4321,Binary Subsequence Rotation,"['binary+search', 'constructive+algorithms', 'data+structures', 'greedy']",2100
4322,Array Shrinking,"['dp', 'greedy']",2100
4323,Coloring Edges,"['constructive+algorithms', 'dfs+and+similar', 'graphs']",2100
4324,Weights Distributing,"['brute+force', 'graphs', 'greedy', 'shortest+paths', 'sortings']",2100
4325,The Number of Pairs,"['dp', 'math', 'number+theory']",2100
4326,Swaps Again,"['constructive+algorithms', 'implementation', 'sortings']",2100
4327,Binary Median,"['binary+search', 'bitmasks', 'brute+force', 'constructive+algorithms']",2100
4328,Restorer Distance,"['binary+search', 'greedy', 'math', 'sortings', 'ternary+search']",2100
4329,Pokmon Army (hard version),"['data+structures', 'divide+and+conquer', 'dp', 'greedy', 'implementation']",2100
4330,Segment Intersections,"['brute+force', 'greedy', 'implementation', 'math']",2100
4331,Blood Cousins,"['binary+search', 'data+structures', 'dfs+and+similar', 'trees']",2100
4332,Water Tree,"['data+structures', 'dfs+and+similar', 'graphs', 'trees']",2100
4333,GCD of an Array,"['brute+force', 'data+structures', 'hashing', 'implementation', 'math', 'number+theory', 'sortings', 'two+pointers']",2100
4334,Trash Problem,"['data+structures', 'implementation']",2100
4335,Connected Components?,"['data+structures', 'dfs+and+similar', 'dsu', 'graphs']",2100
4336,Gift Set,"['binary+search', 'greedy', 'math', 'ternary+search']",2100
4337,Subsequences of Length Two,"['dp', 'strings']",2100
4338,Challenges in school 41,"['brute+force', 'constructive+algorithms', 'games', 'graphs', 'greedy', 'implementation', 'sortings']",2100
4339,Guess The Maximums,"['binary+search', 'implementation', 'interactive', 'math']",2100
4340,Police Stations,"['constructive+algorithms', 'dfs+and+similar', 'dp', 'graphs', 'shortest+paths', 'trees']",2100
4341,Kalila and Dimna in the Logging Industry,"['dp', 'geometry']",2100
4342,Two Arrays,"['binary+search', 'brute+force', 'combinatorics', 'constructive+algorithms', 'dp', 'two+pointers']",2100
4343,Rarity and New Dress,"['dfs+and+similar', 'dp', 'implementation', 'shortest+paths']",2100
4344,Valid Sets,"['dfs+and+similar', 'dp', 'math', 'trees']",2100
4345,Money Transfers,"['constructive+algorithms', 'data+structures', 'greedy', 'sortings']",2100
4346,Destroying Roads,"['constructive+algorithms', 'graphs', 'shortest+paths']",2100
4347,Ehab's Last Corollary,"['constructive+algorithms', 'dfs+and+similar', 'graphs', 'greedy', 'implementation', 'trees']",2100
4348,Painting the Array II,"['constructive+algorithms', 'data+structures', 'dp', 'greedy', 'implementation']",2100
4349,New Year Tree,"['bitmasks', 'data+structures', 'trees']",2100
4350,Reducing Delivery Cost,"['brute+force', 'graphs', 'shortest+paths']",2100
4351,Remainder Problem,"['brute+force', 'data+structures', 'implementation']",2100
4352,Nearest Beautiful Number (hard version),"['bitmasks', 'brute+force', 'constructive+algorithms', 'dfs+and+similar', 'dp', 'greedy']",2100
4353,Height All the Same,"['combinatorics', 'constructive+algorithms', 'math', 'matrices']",2100
4354,Water Balance,"['data+structures', 'geometry', 'greedy']",2100
4355,Moving to the Capital,"['dfs+and+similar', 'dp', 'graphs', 'shortest+paths']",2100
4356,Segment Tree,"['data+structures', 'dsu', 'graphs', 'trees']",2100
4357,Present,"['binary+search', 'bitmasks', 'constructive+algorithms', 'data+structures', 'math', 'sortings']",2100
4358,Divisibility by 25,"['brute+force', 'greedy']",2100
4359,Array Partition,"['binary+search', 'data+structures', 'greedy', 'two+pointers']",2100
4360,Magic Gems,"['dp', 'math', 'matrices']",2100
4361,Olya and Energy Drinks,"['data+structures', 'dfs+and+similar', 'graphs', 'shortest+paths']",2100
4362,Cut,"['binary+search', 'data+structures', 'dp', 'graphs', 'number+theory', 'two+pointers']",2100
4363,Boring Segments,"['data+structures', 'sortings', 'trees', 'two+pointers']",2100
4364,Omkar and Duck,"['bitmasks', 'constructive+algorithms', 'interactive', 'math']",2100
4365,Round Subset,"['dp', 'math']",2100
4366,Decryption,"['constructive+algorithms', 'implementation', 'math', 'number+theory']",2100
4367,Recovering BST,"['brute+force', 'dp', 'math', 'number+theory', 'trees']",2100
4368,Xor-Paths,"['bitmasks', 'brute+force', 'dp', 'meet-in-the-middle']",2100
4369,Soldier and Traveling,"['flows', 'graphs', 'math']",2100
4370,Kirk and a Binary String (hard version),"['data+structures', 'greedy', 'math', 'strings']",2100
4371,Sleepy Game,"['dfs+and+similar', 'dp', 'games', 'graphs']",2100
4372,Anton and Tree,"['dfs+and+similar', 'dp', 'trees']",2100
4373,Permutation Shift,"['brute+force', 'combinatorics', 'constructive+algorithms', 'dfs+and+similar', 'dsu', 'graphs', 'math']",2100
4374,Mishka and Interesting sum,['data+structures'],2100
4375,Array and Operations,"['flows', 'graph+matchings', 'number+theory']",2100
4376,Euclid's nightmare,"['bitmasks', 'dfs+and+similar', 'dsu', 'graphs', 'greedy', 'math', 'sortings']",2100
4377,Xor Tree,"['binary+search', 'bitmasks', 'data+structures', 'divide+and+conquer', 'dp', 'trees']",2100
4378,Common Number,"['binary+search', 'combinatorics', 'dp', 'math']",2100
4379,Graph Coloring,"['dfs+and+similar', 'dp', 'graphs']",2100
4380,New Year and Conference,"['binary+search', 'data+structures', 'hashing', 'sortings']",2100
4381,Complete the Projects (easy version),['greedy'],2100
4382,New Year's Puzzle,"['brute+force', 'dp', 'graph+matchings', 'greedy', 'sortings']",2100
4383,Pencils and Boxes,"['binary+search', 'data+structures', 'dp', 'greedy', 'two+pointers']",2100
4384,Flying Sort (Easy Version),"['dp', 'greedy', 'two+pointers']",2100
4385,Vasya and Beautiful Arrays,"['brute+force', 'dp', 'number+theory']",2100
4386,Send Boxes to Alice (Hard Version),"['constructive+algorithms', 'greedy', 'math', 'number+theory', 'ternary+search', 'two+pointers']",2100
4387,Minimax,"['constructive+algorithms', 'greedy', 'strings']",2100
4388,Timofey and rectangles,"['constructive+algorithms', 'geometry']",2100
4389,Number of Components,"['combinatorics', 'data+structures', 'dp', 'math']",2100
4390,OpenStreetMap,"['data+structures', 'two+pointers']",2100
4391,The LCMs Must be Large,"['bitmasks', 'brute+force', 'constructive+algorithms', 'math', 'number+theory']",2100
4392,Bear and Tree Jumps,"['dfs+and+similar', 'dp', 'trees']",2100
4393,Longest Subsequence,"['brute+force', 'math', 'number+theory']",2100
4394,Increase Sequence,"['combinatorics', 'dp']",2100
4395,Funny Substrings,"['data+structures', 'hashing', 'implementation', 'matrices', 'strings']",2100
4396,Breaking Good,"['dfs+and+similar', 'dp', 'graphs', 'shortest+paths']",2100
4397,Points on Plane,"['constructive+algorithms', 'divide+and+conquer', 'geometry', 'greedy', 'sortings']",2100
4398,Editor,"['data+structures', 'implementation']",2100
4399,We Need More Bosses,"['dfs+and+similar', 'graphs', 'trees']",2100
4400,Friends and Subsequences,"['binary+search', 'data+structures']",2100
4401,Beautiful Mirrors,"['data+structures', 'dp', 'math', 'probabilities']",2100
4402,Watching Fireworks is Fun,"['data+structures', 'dp', 'math']",2100
4403,Berland Beauty,"['constructive+algorithms', 'dfs+and+similar', 'greedy', 'sortings', 'trees']",2100
4404,Paint the Tree,"['dp', 'sortings', 'trees']",2100
4405,Skyline Photo,"['data+structures', 'divide+and+conquer', 'dp']",2100
4406,Mahmoud and a xor trip,"['bitmasks', 'constructive+algorithms', 'data+structures', 'dfs+and+similar', 'dp', 'math', 'trees']",2100
4407,Game of Stones,"['bitmasks', 'dp', 'games']",2100
4408,Grime Zoo,"['brute+force', 'greedy', 'implementation', 'strings']",2100
4409,Shovels Shop,"['dp', 'greedy', 'sortings']",2100
4410,The Queue,"['brute+force', 'greedy']",2100
4411,Domino (hard version),"['constructive+algorithms', 'implementation', 'math']",2100
4412,Underground Lab,"['constructive+algorithms', 'dfs+and+similar', 'graphs']",2100
4413,Weird journey,"['combinatorics', 'constructive+algorithms', 'dfs+and+similar', 'dsu', 'graphs']",2100
4414,Pathwalks,"['data+structures', 'dp', 'graphs']",2100
4415,Colorings and Dominoes,"['combinatorics', 'dp', 'greedy', 'math']",2100
4416,Sad powers,"['binary+search', 'math', 'number+theory']",2100
4417,Portals,"['data+structures', 'dp', 'greedy', 'implementation', 'sortings']",2100
4418,Tree with Small Distances,"['dp', 'graphs', 'greedy']",2100
4419,How Many Paths?,"['dfs+and+similar', 'dp', 'graphs', 'trees']",2100
4420,Tree Constructing,"['constructive+algorithms', 'graphs']",2100
4421,Yaroslav and Time,"['binary+search', 'graphs', 'shortest+paths']",2100
4422,Playlist for Polycarp (easy version),"['bitmasks', 'combinatorics', 'dp']",2100
4423,String,"['brute+force', 'constructive+algorithms', 'hashing', 'implementation', 'string+suffix+structures', 'strings']",2100
4424,Two strings,"['binary+search', 'hashing', 'strings', 'two+pointers']",2100
4425,Range Deleting,"['binary+search', 'combinatorics', 'data+structures', 'two+pointers']",2100
4426,Fedor and coupons,"['binary+search', 'data+structures', 'greedy', 'sortings']",2100
4427,You Are Given a WASD-string...,"['brute+force', 'data+structures', 'dp', 'greedy', 'implementation', 'math', 'strings']",2100
4428,Well played!,"['greedy', 'sortings']",2100
4429,Sand Fortress,"['binary+search', 'constructive+algorithms', 'math']",2100
4430,Beautiful Subarrays,"['data+structures', 'divide+and+conquer', 'strings', 'trees']",2100
4431,Anya and Cubes,"['binary+search', 'bitmasks', 'brute+force', 'dp', 'math', 'meet-in-the-middle']",2100
4432,Cartons of milk,"['binary+search', 'data+structures', 'greedy', 'sortings', 'two+pointers']",2100
4433,MST Unification,"['binary+search', 'dsu', 'graphs', 'greedy']",2100
